trip_id,city,route_id,start_time,end_time,passengers,distance_km
899,Trujillo,R401,2026-05-29T07:51:00Z,2026-05-29T08:12:00Z,17,11.0
900,Chiclayo,R502,2026-05-29T08:33:00Z,2026-05-29T09:31:00Z,11,12.8
901,Chiclayo,R501,2026-05-29T19:22:00Z,2026-05-29T20:16:00Z,37,9.3
902,Lima,R104,2026-05-29T17:15:00Z,2026-05-29T17:43:00Z,43,6.8
903,Lima,R104,2026-05-29T14:54:00Z,2026-05-29T15:40:00Z,28,6.8
904,Chiclayo,R502,2026-05-29T09:54:00Z,2026-05-29T11:05:00Z,35,12.8
905,Trujillo,R402,2026-05-29T16:03:00Z,2026-05-29T17:14:00Z,52,8.7
906,Chiclayo,R501,2026-05-29T13:15:00Z,2026-05-29T13:43:00Z,21,9.3
907,Arequipa,R301,2026-05-29T10:50:00Z,2026-05-29T11:48:00Z,39,12.1
908,Arequipa,,2026-05-29T18:06:00Z,2026-05-29T19:13:00Z,55,12.1
909,Lima,R101,2026-05-29T12:24:00Z,2026-05-29T13:25:00Z,18,11.4
910,Cusco,R202,2026-05-29T12:10:00Z,2026-05-29T12:36:00Z,14,10.5
911,Chiclayo,R502,2026-05-29T10:27:00Z,2026-05-29T11:41:00Z,39,12.8
912,Cusco,R203,2026-05-29T10:42:00Z,2026-05-29T11:45:00Z,30,18.2
913,Trujillo,R402,2026-05-29T09:03:00Z,2026-05-29T09:46:00Z,40,8.7
914,Cusco,R202,2026-05-29T15:51:00Z,2026-05-29T16:33:00Z,54,10.5
915,Arequipa,R303,2026-05-29T08:01:00Z,2026-05-29T09:08:00Z,19,9.5
916,Arequipa,R301,2026-05-29T09:39:00Z,2026-05-29T10:31:00Z,30,12.1
917,Chiclayo,R501,2026-05-29T08:44:00Z,2026-05-29T09:28:00Z,45,-1.0
918,Arequipa,R302,2026-05-29T16:14:00Z,2026-05-29T17:01:00Z,10,14.2
919,Arequipa,R302,2026-05-29T07:21:00Z,2026-05-29T08:19:00Z,7,14.2
920,Trujillo,R402,2026-05-29T18:08:00Z,2026-05-29T19:06:00Z,8,8.7
921,Arequipa,R303,2026-05-29T14:26:00Z,2026-05-29T15:14:00Z,5,9.5
922,Chiclayo,R502,2026-05-29T09:19:00Z,2026-05-29T09:41:00Z,55,12.8
923,Chiclayo,R501,2026-05-29T16:29:00Z,2026-05-29T16:59:00Z,48,-1.0
924,Lima,R102,2026-05-29T07:28:00Z,2026-05-29T08:05:00Z,54,8.2
925,Trujillo,,2026-05-29T16:00:00Z,2026-05-29T16:32:00Z,38,8.7
926,Lima,R101,2026-05-29T15:22:00Z,2026-05-29T16:00:00Z,51,11.4
927,Chiclayo,R502,2026-05-29T11:55:00Z,2026-05-29T13:07:00Z,22,12.8
928,Arequipa,R302,2026-05-29T12:53:00Z,2026-05-29T13:49:00Z,5,14.2
929,Trujillo,R401,2026-05-29T15:32:00Z,2026-05-29T15:56:00Z,37,11.0
930,Lima,R103,2026-05-29T15:10:00Z,2026-05-29T16:22:00Z,55,15.3
931,Trujillo,R402,2026-05-29T15:36:00Z,2026-05-29T16:26:00Z,54,8.7
932,Cusco,R202,2026-05-29T17:37:00Z,2026-05-29T18:26:00Z,42,10.5
933,Trujillo,R401,2026-05-29T10:24:00Z,2026-05-29T10:48:00Z,29,11.0
934,Arequipa,R303,2026-05-29T17:58:00Z,2026-05-29T18:32:00Z,56,9.5
935,Cusco,R203,2026-05-29T15:08:00Z,2026-05-29T15:28:00Z,49,18.2
936,Arequipa,R302,2026-05-29T07:35:00Z,2026-05-29T08:20:00Z,48,14.2
937,Cusco,R201,2026-05-29T15:27:00Z,2026-05-29T15:58:00Z,35,15.3
938,Arequipa,R303,2026-05-29T10:35:00Z,2026-05-29T11:06:00Z,52,9.5
939,Arequipa,R302,2026-05-29T18:34:00Z,2026-05-29T19:06:00Z,20,14.2
940,Cusco,R201,2026-05-29T09:54:00Z,2026-05-29T10:26:00Z,58,15.3
941,Chiclayo,R502,2026-05-29T08:39:00Z,2026-05-29T09:48:00Z,11,12.8
942,Lima,R104,2026-05-29T16:28:00Z,2026-05-29T16:48:00Z,53,6.8
943,Lima,R104,2026-05-29T12:20:00Z,2026-05-29T13:19:00Z,25,6.8
944,Chiclayo,R502,2026-05-29T14:22:00Z,2026-05-29T14:53:00Z,53,12.8
945,Cusco,R202,2026-05-29T09:47:00Z,2026-05-29T10:55:00Z,41,10.5
946,Chiclayo,R502,2026-05-29T14:09:00Z,2026-05-29T15:03:00Z,7,12.8
947,Trujillo,R401,2026-05-29T13:48:00Z,2026-05-29T14:15:00Z,49,11.0
948,Cusco,R203,2026-05-29T06:08:00Z,2026-05-29T06:28:00Z,48,18.2
949,Chiclayo,R501,2026-05-29T11:33:00Z,2026-05-29T12:16:00Z,44,9.3
950,Arequipa,R303,2026-05-29T10:29:00Z,2026-05-29T11:04:00Z,22,9.5
951,Chiclayo,R502,2026-05-29T12:14:00Z,2026-05-29T12:45:00Z,36,12.8
952,Trujillo,R402,2026-05-29T12:13:00Z,2026-05-29T13:27:00Z,30,8.7
953,Arequipa,R303,2026-05-29T08:14:00Z,2026-05-29T09:10:00Z,48,9.5
954,Lima,R103,2026-05-29T19:43:00Z,2026-05-29T20:18:00Z,40,15.3
955,Trujillo,R401,2026-05-29T08:29:00Z,2026-05-29T09:40:00Z,52,11.0
956,Lima,R102,2026-05-29T13:11:00Z,2026-05-29T14:02:00Z,13,8.2
957,Chiclayo,R502,2026-05-29T19:24:00Z,2026-05-29T20:15:00Z,24,12.8
958,Chiclayo,R501,2026-05-29T12:47:00Z,2026-05-29T13:13:00Z,49,9.3
959,Arequipa,R302,2026-05-29T14:07:00Z,2026-05-29T15:20:00Z,45,14.2
960,Cusco,R202,2026-05-29T12:09:00Z,2026-05-29T12:52:00Z,40,10.5
961,Cusco,R202,2026-05-29T06:20:00Z,2026-05-29T07:06:00Z,12,10.5
962,Chiclayo,R501,2026-05-29T15:50:00Z,2026-05-29T16:46:00Z,46,9.3
963,Arequipa,R302,2026-05-29T12:03:00Z,2026-05-29T12:43:00Z,48,14.2
964,Trujillo,R401,2026-05-29T12:30:00Z,2026-05-29T13:29:00Z,23,11.0
965,Arequipa,R301,2026-05-29T16:55:00Z,2026-05-29T18:06:00Z,26,12.1
966,Chiclayo,R502,2026-05-29T07:13:00Z,2026-05-29T07:38:00Z,15,12.8
967,Cusco,R202,2026-05-29T17:08:00Z,2026-05-29T17:46:00Z,50,10.5
968,Trujillo,R402,2026-05-29T13:35:00Z,2026-05-29T14:44:00Z,60,8.7
969,Chiclayo,R502,2026-05-29T13:03:00Z,2026-05-29T13:33:00Z,16,12.8
970,Arequipa,R303,2026-05-29T10:00:00Z,2026-05-29T11:02:00Z,21,9.5
971,Lima,R102,2026-05-29T08:50:00Z,2026-05-29T09:35:00Z,11,8.2
972,Trujillo,R401,2026-05-29T06:26:00Z,2026-05-29T07:35:00Z,30,11.0
973,Lima,R101,2026-05-29T10:28:00Z,2026-05-29T11:27:00Z,14,11.4
974,Trujillo,R402,2026-05-29T09:54:00Z,2026-05-29T10:29:00Z,52,8.7
975,Arequipa,,2026-05-29T14:59:00Z,2026-05-29T16:12:00Z,15,12.1
976,Cusco,R202,2026-05-29T14:07:00Z,2026-05-29T14:56:00Z,60,10.5
977,Cusco,R203,2026-05-29T13:35:00Z,2026-05-29T14:03:00Z,49,18.2
978,Chiclayo,R502,2026-05-29T16:46:00Z,2026-05-29T17:53:00Z,45,12.8
979,Trujillo,R402,2026-05-29T11:55:00Z,2026-05-29T12:45:00Z,39,8.7
980,Lima,R104,2026-05-29T11:15:00Z,2026-05-29T11:58:00Z,31,6.8
981,Cusco,R201,2026-05-29T06:00:00Z,2026-05-29T06:53:00Z,57,15.3
982,Arequipa,R302,2026-05-29T10:53:00Z,2026-05-29T11:43:00Z,-5,14.2
983,Trujillo,R402,2026-05-29T06:09:00Z,2026-05-29T07:18:00Z,32,8.7
984,Chiclayo,R501,2026-05-29T19:35:00Z,2026-05-29T19:55:00Z,40,9.3
985,Trujillo,R402,2026-05-29T12:44:00Z,2026-05-29T13:19:00Z,15,8.7
986,Trujillo,R402,2026-05-29T09:45:00Z,2026-05-29T10:21:00Z,10,8.7
987,Arequipa,R303,2026-05-29T19:02:00Z,2026-05-29T20:13:00Z,44,9.5
988,Cusco,R202,2026-05-29T17:04:00Z,2026-05-29T18:11:00Z,39,10.5
989,Trujillo,R401,2026-05-29T07:10:00Z,2026-05-29T07:41:00Z,13,11.0
990,Trujillo,R402,2026-05-29T10:38:00Z,2026-05-29T11:42:00Z,44,8.7
991,Cusco,R201,2026-05-29T08:35:00Z,2026-05-29T08:58:00Z,39,-1.0
992,Cusco,R202,2026-05-29T08:08:00Z,2026-05-29T09:13:00Z,33,10.5
993,Arequipa,R301,2026-05-29T08:34:00Z,2026-05-29T08:54:00Z,36,12.1
994,Trujillo,R402,2026-05-29T19:24:00Z,2026-05-29T20:35:00Z,36,8.7
995,Trujillo,R401,2026-05-29T11:38:00Z,2026-05-29T12:03:00Z,58,11.0
996,Arequipa,R301,2026-05-29T10:32:00Z,2026-05-29T11:41:00Z,30,12.1
997,Trujillo,R401,2026-05-29T09:16:00Z,2026-05-29T10:29:00Z,21,11.0
998,Lima,R101,2026-05-29T19:06:00Z,2026-05-29T20:11:00Z,20,11.4
999,Trujillo,R401,2026-05-29T18:35:00Z,2026-05-29T18:57:00Z,17,11.0
1000,Lima,R102,2026-05-29T14:04:00Z,2026-05-29T14:48:00Z,48,8.2
